PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
199,2022-04-22,20:02:36.24,5,7,"Brown, Dawson",90000173348,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,5,Top,2,3,2,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,90.55675,-0.393308,-4.569898,2332.565909,271.907248,3:00,5.0071,2.44483,5.73181,-34.15833,0.47791,20.91934,1.79312,-0.07673,82.28929,-6.681346,-0.83662,0.423581,88.69041,-4.578143,-37.540759,,,,,20.14765,,-33.959097,0.147783,-12.04201,0.68563,-2.0765,50,4.95314,9.56891,-131.13142,-2.16716,-20.81838,29.57391,-30.98871,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,b00ea4d0-c298-11ec-91bc-95a4c9711d94,88.98514,1.74306,,8.26747,,,,2.24479,1.74306,0.2661,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:02:36.24,2022-04-22T20:02:36.2498258-04:00,2022-04-23T00:02:36.2498258Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,6377d3bf-e6e6-4294-84cd-517957fa229a,54.76834,-132.20244,14.78696,5.0113,-1.0449,-15.49435,-2.43669,10.32285,-10.40919,98.555038,2.24638,102.66969,-32.49117,,,,,,,1.74307,-10.38312,-9.55248,,,,,,,0.26612,-79.00977,7.12918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
200,2022-04-22,20:05:34.02,1,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Borden, Tim",1000013469,Right,GIT_YEL,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,92.69991,-2.306156,-1.688083,2328.174486,195.358215,12:30,6.46242,1.92539,6.13302,-14.44623,17.79442,4.60469,3.125,0.74843,84.74337,-5.074477,-0.858243,0.408671,63.41981,-43.77668,14.818466,,,,,3.85831,,0.792115,0.046147,-2.85862,10.16398,-1.79888,50,6.27869,3.773,-134.58851,-5.82608,-5.24128,29.31891,-13.53835,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,1a0039d0-c299-11ec-91bc-95a4c9711d94,92.23184,2.98559,,7.95653,,,,0.84568,2.98559,-0.74357,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:05:34.02,2022-04-22T20:05:34.0206802-04:00,2022-04-23T00:05:34.0206802Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,3422baa9-2711-406a-b679-66ff6b7fba50,54.36526,-135.53611,14.65945,6.45992,-5.38852,-6.76918,-1.92356,3.9424,-2.62064,180,0.8431,65.2751,,,,,,,,2.98815,-64.69735,,,,,,,,-0.74426,17.26893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
201,2022-04-22,20:06:16.02,2,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,5,Bottom,1,0,0,Sinker,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.81066,-1.939612,-0.562703,2334.197883,190.306826,12:15,6.29906,2.14265,5.99044,-12.78461,20.22485,3.48666,3.43536,1.91171,83.8823,-4.410294,0.064223,0.413514,,,,,,,,,,,,-1.93803,11.22666,-2.10016,50,6.1389,1.15765,-133.32364,-4.84324,-3.48955,28.56699,-11.95969,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,330e6910-c299-11ec-91bc-95a4c9711d94,91.15148,,,7.92837,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:06:16.02,2022-04-22T20:06:16.0261842-04:00,2022-04-23T00:06:16.0261842Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,1cc34fd9-33db-4962-82dd-60a47306ccf9,54.50621,-134.28571,14.2835,6.29523,-4.44046,-5.97985,-2.14112,1.27517,-1.74477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
202,2022-04-22,20:06:29.36,2,2,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,5,Bottom,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.87032,-1.824567,-1.53558,2473.592702,203.450485,12:45,6.40182,2.00423,6.13507,-11.66213,19.82997,8.15634,3.74249,1.26436,85.50594,-4.098915,-0.06557,0.403899,,,,,,,,,,,,-4.6152,11.03438,-1.89097,50,6.25615,3.29303,-136.28035,-4.62126,-8.65976,30.58692,-11.46968,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,3af8a000-c299-11ec-91bc-95a4c9711d94,93.32154,,,8.36439,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:06:29.36,2022-04-22T20:06:29.3609682-04:00,2022-04-23T00:06:29.3609682Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,6bb8749d-ea0e-43c1-9a0d-88e5611108e5,54.36118,-137.25569,15.29346,6.39768,-4.25552,-5.73484,-2.00038,3.56917,-4.32988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
203,2022-04-22,20:06:47.23,2,3,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,5,Bottom,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.89119,-3.11841,-1.358139,2380.316395,211.869751,1:00,6.24859,2.20047,6.16392,-15.34442,17.46521,10.20095,2.08568,1.79577,84.07329,-6.045862,0.482358,0.412261,,,,,,,,,,,,-5.64394,10.22142,-2.10253,50,6.00395,2.73163,-133.34398,-7.69466,-10.15863,28.75403,-13.77631,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,45aa8270-c299-11ec-91bc-95a4c9711d94,91.42867,,,7.8179,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:06:47.23,2022-04-22T20:06:47.2310994-04:00,2022-04-23T00:06:47.2310994Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,892e917e-c1b9-47c1-ae33-a942a876284f,54.33377,-134.27525,14.37701,6.24593,-7.24848,-6.88816,-2.19633,3.06064,-5.07931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
204,2022-04-22,20:07:03.59,2,4,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,5,Bottom,1,3,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.59771,-3.101558,-2.183768,2398.026417,199.345229,12:45,6.34894,2.07927,5.98911,-13.95922,19.42851,6.42835,2.30633,0.59011,83.45211,-5.783739,-1.028907,0.415877,83.25465,70.872122,-28.032454,,,,,,,,,-3.9604,11.24737,-1.91065,50,6.09643,4.79321,-132.79384,-7.58452,-7.04083,29.60169,-12.17832,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,4f6b9c40-c299-11ec-91bc-95a4c9711d94,90.63363,122.18595,,8.1456,,,,2.69984,2.43544,-0.61347,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:07:03.59,2022-04-22T20:07:03.5981010-04:00,2022-04-23T00:07:03.5981010Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,1f0476ba-8283-4eb8-b578-e4f52b2f5bb9,54.50928,-133.79525,14.80084,6.34605,-7.17253,-6.08916,-2.07683,5.03139,-3.52042,,2.69984,35.3176,-9.66382,1.54426,-0.30387,0.07354,-0.02983,0.00883,-0.00115,2.43543,115.36555,-29.01215,3.86946,-0.97532,0.3415,-0.16384,0.05712,-0.00853,-0.61348,-18.80358,-4.55736,1.73233,-0.61654,0.35904,-0.22292,0.08512,-0.01333,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
205,2022-04-22,20:07:45.81,2,5,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,5,Bottom,1,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.66602,-2.714029,-1.766568,2414.834252,206.091211,12:45,6.34067,2.14303,6.17623,-12.64052,19.5834,9.08339,2.77779,1.26802,84.70249,-5.159445,-0.128292,0.408565,68.97485,58.799461,-84.974707,4725.97642,,,,,,,,-5.20618,11.21839,-2.01405,50,6.12878,3.76868,-134.51101,-6.70333,-9.53632,29.23666,-11.62501,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,68931fe0-c299-11ec-91bc-95a4c9711d94,92.25578,92.47852,,7.96353,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:07:45.81,2022-04-22T20:07:45.8178770-04:00,2022-04-23T00:07:45.8178770Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,f245f5cb-8dbf-4dc7-970e-96a60db9a8f3,54.3223,-135.44723,14.61833,6.33748,-6.33108,-5.8125,-2.13961,4.07405,-4.76816,,2.76003,4.59053,-7.81879,2.10581,-0.51745,0.08543,-0.01557,0.00127,0.00098,25.64552,86.53067,-24.06972,2.86386,-0.57103,0.0853,-0.01132,0.0004,0.00065,-14.46211,-52.20451,2.23143,0.94534,-0.40737,0.13346,-0.02956,0.00962,-0.00126,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
206,2022-04-22,20:08:08.00,2,6,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,5,Bottom,1,3,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,87.38915,-2.257702,-3.137421,1895.959566,250.430885,2:15,5.93478,2.53637,6.0442,-29.81013,6.25193,14.71603,1.35617,0.85513,81.08434,-7.75405,-0.488768,0.432212,56.52924,-29.602388,38.296535,,,,,4.46146,,8.971501,0.035463,-8.44894,4.06835,-2.30005,50,5.74223,6.38886,-126.92247,-5.9915,-13.93411,23.29609,-25.46447,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,75c65600-c299-11ec-91bc-95a4c9711d94,87.20826,1.45714,,6.30482,,,,2.39401,1.45714,-0.89374,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:08:08.00,2022-04-22T20:08:08.0033490-04:00,2022-04-23T00:08:08.0033490Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,9784f927-cdf3-4a01-8163-5d9f2fdb672d,54.45752,-127.73802,11.64804,5.93638,-5.10005,-12.73224,-2.53225,6.87666,-6.96705,,2.39296,56.76041,,,,,,,,1.4579,-41.0894,,,,,,,,-0.89457,44.82109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
207,2022-04-22,20:08:47.09,3,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Hall, Colin",1000025152,Left,GIT_YEL,Undefined,5,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.63024,-2.521212,-2.746325,2430.826797,202.178032,12:45,6.32187,2.21845,6.25661,-13.61934,18.51985,7.13477,2.85792,0.27867,84.77347,-5.143765,-1.459025,0.408027,,,,,,,,,,,,-4.37575,10.53627,-2.01748,50,6.12718,6.13014,-134.3565,-6.26199,-8.02051,28.36018,-12.86167,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,8d11edb0-c299-11ec-91bc-95a4c9711d94,92.37733,,,7.85678,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:08:47.09,2022-04-22T20:08:47.0918354-04:00,2022-04-23T00:08:47.0918354Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,6e54581e-2a84-4fa9-9416-f12ec16b7d75,54.23802,-135.24811,14.18009,6.31769,-5.85763,-6.43083,-2.21417,6.3823,-4.01025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
208,2022-04-22,20:09:02.27,3,2,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Hall, Colin",1000025152,Left,GIT_YEL,Undefined,5,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.37075,-1.444149,-1.296854,2408.629864,202.371633,12:45,6.1886,2.32582,6.11279,-15.38509,17.06895,6.60225,3.5706,1.67671,84.39903,-4.386682,-0.107119,0.410021,,,,,,,,,,,,-3.74536,9.50579,-2.22961,50,6.06956,2.75172,-134.16906,-3.81767,-6.82901,28.95309,-14.8419,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,961c61b0-c299-11ec-91bc-95a4c9711d94,91.92811,,,7.97172,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:09:02.27,2022-04-22T20:09:02.2725842-04:00,2022-04-23T00:09:02.2725842Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,c0b2c5ea-8ba1-48cc-bbf2-c22769bcbe71,54.38382,-135.11176,14.47655,6.18599,-3.33443,-7.42095,-2.32282,2.97407,-3.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
209,2022-04-22,20:09:15.72,3,3,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Hall, Colin",1000025152,Left,GIT_YEL,Undefined,5,Bottom,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,93.76247,-2.841186,-1.977328,2441.629841,197.767486,12:30,6.27776,1.73187,6.25499,-12.16426,19.35143,5.86481,2.6404,0.39651,85.38464,-5.20687,-0.918325,0.40405,76.7316,51.476673,-145.774747,4619.765397,,,,,,,,-3.62134,11.18894,-1.58788,50,6.06053,4.44881,-136.02811,-7.05545,-6.75632,31.03201,-11.29896,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,9e2d5a80-c299-11ec-91bc-95a4c9711d94,93.28661,42.80642,,8.37783,,,,1.5205,2.45747,-0.28185,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:09:15.72,2022-04-22T20:09:15.7292242-04:00,2022-04-23T00:09:15.7292242Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,36e41766-02ca-4220-a58c-ec642676e017,54.24271,-136.99258,15.51601,6.27435,-6.70428,-5.64948,-1.72942,4.65879,-3.37816,15.758422,1.5205,-57.9552,-0.69704,2.37628,-2.10877,5.72412,-12.29274,13.91723,-6.24284,2.45747,88.04609,-35.43759,5.76407,-2.69576,6.13525,-13.06854,14.71166,-6.54963,-0.28185,-39.42384,5.28383,-0.45577,-0.02438,0.1393,-0.27888,0.33447,-0.16373,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
210,2022-04-22,20:09:35.55,3,4,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Hall, Colin",1000025152,Left,GIT_YEL,Undefined,5,Bottom,2,1,2,ChangeUp,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,87.50979,-1.713202,-3.25311,1936.063698,256.048154,2:30,5.99376,2.53967,5.82626,-31.40809,5.18945,16.27706,1.78075,0.86868,80.37905,-7.50167,-0.336033,0.435409,,,,,,,,,,,,-9.21044,3.47106,-2.28337,50,5.83498,6.53909,-126.94661,-4.88839,-15.05139,25.64228,-26.50174,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,a9fc1ea0-c299-11ec-91bc-95a4c9711d94,86.56788,,,7.13074,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:09:35.55,2022-04-22T20:09:35.5573458-04:00,2022-04-23T00:09:35.5573458Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,42847452-d034-4d02-8881-05f8a409f180,54.67324,-127.88709,12.82114,5.99644,-3.91639,-13.25087,-2.53332,7.09112,-7.5257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
211,2022-04-22,20:11:47.00,1,1,"Brown, Dawson",90000173348,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,6,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.43476,0.752563,-0.33126,2384.85672,131.029001,10:15,5.42888,2.60372,4.89413,-39.89034,5.60717,-4.55378,2.81658,1.91091,72.59873,-6.535971,-1.134009,0.485473,,,,,,,,,,,,2.11358,3.04878,-2.56733,50,5.46978,0.87513,-116.4448,0.0727,2.85968,24.84352,-28.0491,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,f85927a0-c299-11ec-91bc-95a4c9711d94,77.64065,,,7.83603,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:11:47.00,2022-04-22T20:11:47.0065874-04:00,2022-04-23T00:11:47.0065874Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,03c1a5a1-b19b-43e1-9cbe-72563ab87ed5,55.59925,-117.63334,12.42176,5.4342,1.41459,-14.02455,-2.60592,0.73833,1.42984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
212,2022-04-22,20:11:58.48,1,2,"Brown, Dawson",90000173348,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,6,Top,0,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.45302,-0.451395,-1.679937,2261.378713,257.410235,2:30,5.12477,2.79544,5.71697,-30.91797,4.27213,14.09761,2.1276,2.40489,81.77066,-6.15783,0.843857,0.426955,,,,,,,,,,,,-7.61898,2.65728,-2.66367,50,5.06803,3.19197,-129.88433,-2.14257,-12.98834,27.72833,-27.64407,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,ff339c40-c299-11ec-91bc-95a4c9711d94,88.28205,,,7.68237,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:11:58.48,2022-04-22T20:11:58.4895186-04:00,2022-04-23T00:11:58.4895186Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,a5aaa9d9-b4af-4503-8b16-0eb660eb87fd,54.78116,-130.90105,13.86416,5.12801,-1.12893,-13.82203,-2.78945,3.66821,-6.49417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
213,2022-04-22,20:12:10.83,1,3,"Brown, Dawson",90000173348,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,6,Top,0,2,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,88.19779,0.768328,-2.668605,2208.217006,215.151122,1:15,5.25633,2.60738,5.57024,-27.5345,8.93095,5.46642,3.6803,0.56841,80.36574,-4.337824,-1.695014,0.434622,,,,,,,,,,,,-3.51122,4.65307,-2.38096,50,5.30469,5.72161,-127.90504,0.7488,-5.80667,26.80405,-24.47906,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,06912390-c29a-11ec-91bc-95a4c9711d94,86.72455,,,7.83205,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:12:10.83,2022-04-22T20:12:10.8395730-04:00,2022-04-23T00:12:10.8395730Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,5941e708-b2db-4c58-9720-8f83b2d1b792,54.92663,-128.93334,13.40202,5.25795,1.6879,-12.23953,-2.60474,5.94438,-2.90334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
214,2022-04-22,20:12:23.32,1,4,"Brown, Dawson",90000173348,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,6,Top,0,3,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.73911,-0.609545,-3.847514,2253.900758,261.818207,2:45,5.02631,2.72062,5.5285,-32.60852,3.65122,16.94355,1.73782,0.53045,80.77412,-6.604968,-0.832187,0.433395,,,,,,,,,,,,-9.68725,2.38114,-2.39751,50,4.95155,7.89798,-128.54856,-2.57435,-16.12018,28.02151,-28.21171,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,0df70f50-c29a-11ec-91bc-95a4c9711d94,86.97021,,,7.96499,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:12:23.32,2022-04-22T20:12:23.3220306-04:00,2022-04-23T00:12:23.3220306Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,02fdc854-d393-4bee-829f-6bd1e70b0ba7,54.97025,-129.62746,14.01076,5.02975,-1.48812,-14.10585,-2.71355,8.51865,-8.06009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
215,2022-04-22,20:12:34.85,1,5,"Brown, Dawson",90000173348,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,6,Top,0,3,1,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,88.79574,-0.937749,-3.866678,2261.826928,246.592069,2:15,5.1959,2.55605,5.68612,-28.32502,7.51004,14.68977,1.95936,0.17073,81.16762,-6.175862,-1.245988,0.430849,84.71073,53.621328,-14.397538,,100.41815,112.44543,-44.90193,233.5335,,-30.105016,5.189526,-8.60823,4.40465,-2.23992,50,5.09902,8.07912,-128.7144,-3.10335,-14.42837,26.94048,-24.79136,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,14d94c20-c29a-11ec-91bc-95a4c9711d94,87.48401,115.01805,,7.62812,,,,1.78933,1.80407,-0.11475,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,00:12:34.85,2022-04-22T20:12:34.8595410-04:00,2022-04-23T00:12:34.8595410Z,FlyBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,7f2beb40-4829-406c-8839-5a314410617b,54.81366,-129.71801,13.47024,5.19743,-2.1798,-12.39568,-2.5509,8.61662,-7.21419,155.724986,1.79356,71.30035,-20.23027,6.23904,-1.31661,0.2035,-0.02393,0.00212,-0.0001,1.8077,99.94567,-26.45021,1.96333,0.28156,-0.25455,0.06664,-0.00824,0.00039,-0.11418,-18.33379,-2.79352,0.91074,-0.19348,0.02689,-0.00218,9E-05,-0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
