PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
113,2022-04-22,19:16:08.73,3,3,"Brown, Dawson",90000173348,Right,GIT_YEL,"Lux, Damon",1000049079,Right,DUK_BLU,Undefined,3,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.77624,-0.664858,-3.57312,2262.424913,252.005326,2:30,5.22031,2.50026,5.16967,-28.2075,6.95622,17.7171,2.24275,0.60973,82.37957,-5.847319,-0.440708,0.426794,,,,,,,,,,,,-9.87044,4.0178,-2.18115,50,5.13699,7.3679,-131.42472,-2.625,-17.14866,29.58409,-25.19364,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,32901580-c292-11ec-91bc-95a4c9711d94,88.31523,,,8.39667,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:16:08.73,2022-04-22T19:16:08.7345362-04:00,2022-04-22T23:16:08.7345362Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,f444e9f6-300a-4673-a3a3-595e7de04ab6,55.32813,-132.61867,14.79205,5.22241,-1.60823,-12.59682,-2.49247,8.05999,-8.57433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
114,2022-04-22,19:16:28.59,3,4,"Brown, Dawson",90000173348,Right,GIT_YEL,"Lux, Damon",1000049079,Right,DUK_BLU,Undefined,3,Top,0,3,0,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,91.83786,-0.253304,-3.483737,2294.484381,239.111199,2:00,5.1966,2.69225,5.4482,-22.17064,12.04442,18.06147,3.11146,0.93181,82.64287,-4.407007,-0.275257,0.420998,,,,,,,,,,,,-10.25382,6.49489,-2.39746,50,5.15933,7.2655,-132.95311,-1.37498,-18.08898,32.34011,-20.71627,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,3e636d80-c292-11ec-91bc-95a4c9711d94,89.53117,,,9.19498,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:16:28.59,2022-04-22T19:16:28.5922514-04:00,2022-04-22T23:16:28.5922514Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,e141fe32-6a04-44e2-992d-afd6d9915f16,55.04965,-134.17579,16.17006,5.19651,-0.59176,-10.35813,-2.68507,7.94939,-9.04449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
115,2022-04-22,19:17:08.47,3,5,"Brown, Dawson",90000173348,Right,GIT_YEL,"Lux, Damon",1000049079,Right,DUK_BLU,Undefined,3,Top,0,3,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,2,0,,93.30889,0.002468,-4.761769,2348.405638,262.611968,2:45,5.10439,2.3825,5.72722,-28.95108,3.95047,21.19942,2.69411,-0.29597,83.93606,-5.370303,-0.982967,0.412838,94.78858,-16.047968,6.711592,,,,,10.40763,,7.812365,0.069721,-12.28135,2.35705,-1.99767,50,5.08694,10.26632,-134.94431,-1.0764,-22.31072,33.42345,-27.89212,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,562d0ed0-c292-11ec-91bc-95a4c9711d94,91.30076,2.68482,,9.37283,,,,1.04143,2.68482,0.32387,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:17:08.47,2022-04-22T19:17:08.4777170-04:00,2022-04-22T23:17:08.4777170Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,03f158e1-b490-44d4-b47d-8f9fba60d2c1,54.77073,-136.12081,16.71172,5.10755,-0.0946,-13.94606,-2.37286,11.05166,-11.15536,180,1.03849,132.95236,,,,,,,,2.68567,-38.50786,,,,,,,,0.32353,15.64558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
116,2022-04-22,19:17:42.94,4,1,"Brown, Dawson",90000173348,Right,GIT_YEL,"Hoyle, Wil",1000018298,Left,DUK_BLU,Undefined,3,Top,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.76983,-1.686193,-5.168502,2218.092631,259.39002,2:45,4.9546,2.60741,5.15533,-28.70691,5.25225,21.54682,0.96816,-0.47552,83.9014,-6.944929,-1.369286,0.419421,,,,,,,,,,,,-12.3667,3.47154,-2.14099,50,4.77456,11.08635,-133.96001,-5.10786,-22.23503,31.78818,-25.9323,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,6ac434e0-c292-11ec-91bc-95a4c9711d94,89.86788,,,8.86844,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:17:42.94,2022-04-22T19:17:42.9413586-04:00,2022-04-22T23:17:42.9413586Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,2d1075d4-a5e5-4ef5-9c7d-31df50c34a71,55.34369,-135.2221,15.89409,4.95692,-4.07826,-12.96615,-2.59868,11.96915,-11.11752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
117,2022-04-22,19:17:57.41,4,2,"Brown, Dawson",90000173348,Right,GIT_YEL,"Hoyle, Wil",1000018298,Left,DUK_BLU,Undefined,3,Top,2,0,0,Fastball,Sinker,InPlay,Undefined,Popup,Out,1,0,,91.49248,-0.527974,-4.55378,2269.407087,239.399625,2:00,5.23459,2.58042,5.20573,-22.52974,12.36788,18.74151,2.85899,-0.14943,82.23511,-4.729672,-1.246008,0.425177,71.17855,82.8633,71.971393,,,,,,,,,-10.82229,6.69709,-2.17322,50,5.16915,9.6427,-132.2072,-2.04692,-18.88095,31.94148,-20.49008,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,7355a850-c292-11ec-91bc-95a4c9711d94,88.65123,101.0884,,9.25737,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:17:57.41,2022-04-22T19:17:57.4112978-04:00,2022-04-22T23:17:57.4112978Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,3f1ef58d-5147-420c-8d5d-69466b9d0819,55.29154,-133.47953,15.97074,5.23443,-1.23074,-10.24504,-2.5723,10.39478,-9.44048,,2.97803,4.01402,-11.12738,3.52595,-0.83811,0.14227,0.03193,-0.04626,0.01467,35.84396,103.58623,-21.3826,1.59111,-0.12643,-0.051,0.05328,-0.03297,0.00905,4.7208,12.33294,-8.52211,2.51711,-0.56485,0.08487,0.03176,-0.03749,0.01156,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
118,2022-04-22,19:20:28.63,1,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.03335,-4.398075,-2.664195,2460.838342,215.462908,1:15,6.29736,2.05455,6.02141,-15.85753,16.90788,11.33784,0.88992,0.52998,84.92235,-7.3834,-0.6259,0.411983,,,,,,,,,,,,-6.53965,10.14835,-1.85211,50,5.94335,5.73105,-133.3489,-10.74394,-11.87213,26.47073,-13.75064,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,cd952480-c292-11ec-91bc-95a4c9711d94,91.49034,,,7.111,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:20:28.63,2022-04-22T19:20:28.6389458-04:00,2022-04-22T23:20:28.6389458Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,7b2b24a0-c1c4-4e0b-a459-72db99fa8876,54.47831,-134.23493,13.23536,6.29528,-10.28368,-6.87532,-2.05059,6.12844,-5.93607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
119,2022-04-22,19:20:42.92,1,2,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.82589,-1.269888,-1.813132,2500.145768,209.561071,1:00,6.3407,1.98874,5.96068,-13.94217,18.97706,10.19154,4.00053,1.15621,84.13724,-3.943558,0.017426,0.412949,,,,,,,,,,,,-5.67685,10.3617,-1.85031,50,6.23189,3.77582,-133.3807,-3.3405,-10.2713,27.51583,-13.42633,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,d5f66030-c292-11ec-91bc-95a4c9711d94,91.27633,,,7.68864,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:20:42.92,2022-04-22T19:20:42.9234898-04:00,2022-04-22T23:20:42.9234898Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,8e6fb1db-d07d-4711-95f0-d828ecb2026f,54.53655,-134.31331,13.75791,6.3374,-2.88544,-6.71316,-1.98418,4.12395,-5.13565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
120,2022-04-22,19:20:59.26,1,3,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,2,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.25937,-2.172149,-0.753089,2710.040554,81.413895,8:45,6.082,2.41461,5.32135,-42.76542,0.03823,-7.60276,0.47865,1.07429,75.84217,-9.877674,-2.107423,0.470882,,,,,,,,,,,,3.65591,0.8961,-2.34072,50,5.85408,1.85513,-118.05567,-5.99288,5.21325,20.28185,-30.89624,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,dfbf4230-c292-11ec-91bc-95a4c9711d94,80.04651,,,5.4172,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:20:59.26,2022-04-22T19:20:59.2623314-04:00,2022-04-22T23:20:59.2623314Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,6eb721ed-8664-4e57-b8ad-ffdbbfb9af7f,55.17967,-118.94221,10.14093,6.08652,-4.64239,-15.44812,-2.41683,1.62726,2.60663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
121,2022-04-22,19:21:15.65,1,4,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.52867,-3.090173,-2.352598,2339.772775,212.304822,1:00,6.16714,2.12499,6.186,-15.5908,17.93651,10.70973,2.00945,0.844,83.47808,-6.052169,-0.421086,0.416745,,,,,,,,,,,,-6.14827,10.39138,-1.9528,50,5.92561,4.96362,-131.41804,-7.53548,-10.84438,25.61789,-13.84565,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,e985da40-c292-11ec-91bc-95a4c9711d94,90.4448,,,7.05059,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:21:15.65,2022-04-22T19:21:15.6561618-04:00,2022-04-22T23:21:15.6561618Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,0742737d-08e5-473f-93fd-a74fb9040b2e,54.31316,-132.25615,12.80894,6.16473,-7.08251,-6.92283,-2.12099,5.3184,-5.42219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
122,2022-04-22,19:21:28.77,1,5,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,3,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.86751,-3.69679,-2.99845,2475.107586,210.91414,1:00,6.32626,2.04342,6.08498,-12.32824,20.71647,11.75276,1.86955,0.2464,83.89725,-6.084445,-0.885128,0.413735,,,,,,,,,,,,-6.89107,12.04087,-1.81792,50,6.03356,6.47094,-133.0726,-8.91508,-12.34914,28.71874,-10.59615,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,f1511780-c292-11ec-91bc-95a4c9711d94,91.10281,,,7.97026,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:21:28.77,2022-04-22T19:21:28.7700178-04:00,2022-04-22T23:21:28.7700178Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,d342344c-79e6-43d0-85a9-3c1dffcb3f6f,54.41302,-134.0216,14.35937,6.32237,-8.56493,-5.29808,-2.03849,6.87902,-6.17457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
123,2022-04-22,19:21:43.80,1,6,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.20816,-2.615382,-2.783386,2541.733786,207.396034,1:00,6.33368,1.95768,6.10088,-11.50733,21.0071,10.36879,2.95143,0.24557,84.61769,-4.84942,-0.918182,0.410402,,,,,,,,,,,,-6.10697,11.86028,-1.74898,50,6.1261,6.07362,-133.82109,-6.40501,-11.13143,27.48217,-10.55578,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,fa5793e0-c292-11ec-91bc-95a4c9711d94,91.84272,,,7.59047,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:21:43.80,2022-04-22T19:21:43.8057170-04:00,2022-04-22T23:21:43.8057170Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,f978e376-48ca-490c-ba47-3cb15ddda847,54.39853,-134.72137,13.74108,6.33026,-6.05921,-5.27789,-1.95392,6.43826,-5.56572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
124,2022-04-22,19:22:03.93,1,7,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Gonzalez, Tres",1000050552,Left,GIT_YEL,Undefined,3,Bottom,0,3,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,86.34974,-2.802618,-4.016045,1970.751073,234.65453,1:45,6.00186,2.31477,5.83217,-26.21017,11.38764,14.40702,1.2041,-0.22374,79.47671,-7.655638,-1.438503,0.441319,,,,,,,,,,,,-8.45941,6.92174,-1.99532,50,5.75698,8.19984,-125.08716,-6.99107,-13.4624,24.18769,-21.15873,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,065222f0-c293-11ec-91bc-95a4c9711d94,85.40857,,,6.87303,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:22:03.93,2022-04-22T19:22:03.9390000-04:00,2022-04-22T23:22:03.9390000Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,7209b989-ac51-4b2c-92af-4a9ae9144990,54.66735,-125.98644,12.09385,6.00228,-6.20441,-10.57936,-2.30949,8.70036,-6.7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13628,2.760426,1.759181,1.001245,1.39616,1.20133,0.22426,1.37635,5.26661,-3.14125,84.40722,11.13601,-40.37027,1.49186,88.05392,-5.19466,5.3893,20.19892,-14.39794,-3.30637,-42.23759,5.15562,High,High,High,,,High,High,High
125,2022-04-22,19:22:32.59,2,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Borden, Tim",1000013469,Right,GIT_YEL,Undefined,3,Bottom,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.79227,-0.723585,-0.943193,2795.00237,88.461299,9:00,6.21859,2.16678,5.48659,-41.41026,0.9365,-13.31961,2.09067,0.17433,75.38775,-8.267398,-3.319113,0.468362,,,,,,,,,,,,6.46126,1.07528,-2.07491,50,6.12713,2.49506,-118.79619,-2.94292,9.23406,22.74218,-30.63731,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,176ccc70-c293-11ec-91bc-95a4c9711d94,80.47721,,,6.40451,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:22:32.59,2022-04-22T19:22:32.5993170-04:00,2022-04-22T23:22:32.5993170Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,9f7a61fb-700d-4a2b-99ac-097abc559b5f,55.01279,-119.75199,11.37109,6.22375,-1.65531,-15.31866,-2.17161,2.10698,4.61703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
126,2022-04-22,19:22:48.88,2,2,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Borden, Tim",1000013469,Right,GIT_YEL,Undefined,3,Bottom,1,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.01184,-1.27499,-1.634548,2868.026011,90.056321,9:00,6.25632,2.21577,5.50277,-41.11451,1.44315,-12.7504,1.63698,-0.37591,74.96191,-8.777052,-3.908893,0.469527,,,,,,,,,,,,5.97347,1.51051,-2.06404,50,6.1172,3.90568,-118.94471,-4.06465,8.46468,25.12996,-30.03361,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,2116dbd0-c293-11ec-91bc-95a4c9711d94,80.27754,,,7.04992,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:22:48.88,2022-04-22T19:22:48.8820946-04:00,2022-04-22T23:22:48.8820946Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,4e8b408e-d44f-48cf-8e90-60c7e7c191f0,54.9961,-119.99562,12.56498,6.26092,-2.80867,-15.0168,-2.21996,3.55169,4.23234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
127,2022-04-22,19:23:05.35,2,3,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Borden, Tim",1000013469,Right,GIT_YEL,Undefined,3,Bottom,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.94534,-2.306568,-3.669079,2503.354323,198.169931,12:30,6.33947,1.61134,6.19868,-12.55036,18.94946,5.8778,3.15884,-1.29048,85.55003,-4.739908,-2.611666,0.403948,,,,,,,,,,,,-4.08032,10.76642,-1.33791,50,6.15904,8.47495,-136.13356,-5.8105,-7.63517,30.68304,-12.02765,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,2aec6800-c293-11ec-91bc-95a4c9711d94,93.31008,,,8.39531,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:23:05.35,2022-04-22T19:23:05.3562578-04:00,2022-04-22T23:23:05.3562578Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,6c5af9ac-792a-430c-9bd2-74d782984fa1,54.29807,-137.09888,15.34152,6.33589,-5.43209,-6.01383,-1.60832,8.71516,-3.81759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
128,2022-04-22,19:23:20.91,2,4,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Borden, Tim",1000013469,Right,GIT_YEL,Undefined,3,Bottom,1,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.78503,-4.062947,-1.443254,2437.157967,200.158638,12:45,6.44511,1.84884,6.12822,-12.92383,19.39859,6.73126,1.60505,1.07543,84.81028,-6.548238,-0.22993,0.409188,,,,,,,,,,,,-3.88965,11.49784,-1.74198,50,6.12725,3.10364,-134.48299,-9.89421,-7.11331,29.54748,-11.14698,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,342bceb0-c293-11ec-91bc-95a4c9711d94,92.11512,,,7.97475,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:23:20.91,2022-04-22T19:23:20.9100000-04:00,2022-04-22T23:23:20.9100000Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,0a6e0d18-57f8-46a3-a100-a8ce50f27d85,54.3698,-135.43969,14.77374,6.44176,-9.53329,-5.57349,-1.8462,3.33396,-3.55665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.87347,2.947265,1.95625,0.991016,0.27237,1.47304,-1.0711,-1.84207,6.27723,-5.12775,68.56688,9.4739,-56.20936,-1.77826,74.59707,-3.61907,6.35542,16.87222,-13.81424,-5.25716,-56.91034,5.48972,High,High,High,,,High,High,High
129,2022-04-22,19:23:51.73,3,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,3,Bottom,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.62303,-5.073074,-5.038271,1938.427344,243.67932,2:00,5.98013,2.20755,5.59008,-28.15155,10.19032,17.92678,-1.1336,-1.01515,79.28563,-10.228369,-1.848036,0.445665,,,,,,,,,,,,-10.77276,7.01493,-1.78682,50,5.52366,10.28878,-124.85848,-12.08095,-16.9088,26.48176,-21.16352,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,468057c0-c293-11ec-91bc-95a4c9711d94,84.5758,,,7.3374,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:23:51.73,2022-04-22T19:23:51.7331666-04:00,2022-04-22T23:23:51.7331666Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,748a4811-0e0d-4c63-9f59-a4d451810c1f,54.91123,-125.89581,13.24088,5.98066,-11.25194,-10.58176,-2.20282,10.95112,-8.4544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
130,2022-04-22,19:24:07.35,3,2,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Compton, Drew",1000036969,Left,GIT_YEL,Undefined,3,Bottom,2,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.1605,-3.389171,-3.523436,1837.806085,236.497333,2:00,5.91808,2.52544,5.77042,-27.87781,11.1215,14.84816,0.43133,0.47977,78.02988,-8.541324,-0.866284,0.449469,,,,,,,,,,,,-8.6013,7.02481,-2.24306,50,5.62028,6.98994,-123.27068,-8.22004,-13.20249,25.06696,-21.39141,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,4fd912d0-c293-11ec-91bc-95a4c9711d94,83.8599,,,7.13062,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,23:24:07.35,2022-04-22T19:24:07.3508562-04:00,2022-04-22T23:24:07.3508562Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,ab35ed92-d542-4623-945a-3cc8c411ab7c,54.72827,-124.22845,12.53348,5.91874,-7.40271,-10.6957,-2.51977,7.49439,-6.60124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
